profit_per_order,order_item_discount,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_profit_per_order,shipping_mode,distance_normalized,order_to_shipment_days,order_shipping_time,order_to_shipment_planned_days,shipment_delay_days,order_performance_score,customer_performance_score,order_dayofweek_sin,order_dayofweek_cos,shipping_dayofweek_sin,shipping_dayofweek_cos,order_hour_sin,order_hour_cos,shipping_hour_sin,shipping_hour_cos,order_daynight_sin,order_daynight_cos,ship_daynight_sin,ship_daynight_cos,payment_type_CASH,payment_type_DEBIT,payment_type_PAYMENT,payment_type_TRANSFER,target
0.6818723599436722,0.557963199882111,0.09636492885285008,0.46428571428571425,1.0,0.4735346134411319,0.7139706855418254,1,0.019906498606918042,0.3333333333333333,0.2727272727272727,1.0,0.2,0.7275784753363228,0.7436686903729401,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,False,False,False,-1
0.6544105600895508,0.19350464448359195,0.09641312336590478,0.4667518666666666,0.25,0.15792908876536974,0.7038264652752104,1,0.33510490111987773,0.5,0.4545454545454545,1.0,0.30000000000000004,1.0,0.9642857142857142,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1
0.8148061871263982,0.4835681065644963,0.09636492885285008,0.7976190476190477,1.0,0.4735346134411319,0.8157798211807925,2,0.13181038528162378,0.3333333333333333,0.2727272727272727,0.5,0.4,0.7239583333333333,0.7436686903729401,0.7818314824680298,0.6234898018587336,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,True,False,False,False,1
0.9117888585674827,0.7144310554115436,0.6987963420364592,1.0,0.0,0.5789750715849756,0.9061294217498478,3,0.507638907573608,0.3333333333333333,0.2727272727272727,0.25,0.5,1.0,0.6964285714285714,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,False,True,False,False,1
0.7042295097603489,0.44647475471425696,0.12048628263672181,0.7738095238095238,0.25,0.19999578911908372,0.7427428173628106,3,0.3757359962461459,0.3333333333333333,0.2727272727272727,0.25,0.5,0.7121212121212122,0.7804878048780488,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.25881904510252074,0.9659258262890683,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,False,False,False,1
0.6836141836222772,0.08930983591550397,0.09641312336590478,0.5,0.25,0.15792908876536974,0.7088061556688373,1,0.3869036617799144,0.3333333333333333,0.2727272727272727,1.0,0.2,0.675,0.7436686903729401,0.43388373911755823,-0.900968867902419,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,False,False,True,False,-1
0.38407198462933145,0.041667503946378394,0.07229176958203308,0.0,0.0,0.03158160687215766,0.5314472356941254,3,0.4270070577530902,0.6666666666666666,0.6363636363636364,0.25,0.7000000000000001,0.7916666666666666,0.7436686903729401,-0.7818314824680299,0.6234898018587334,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,True,False,False,False,1
0.6883852814565699,0.23810002255073362,0.07229176958203308,0.5357142857142857,0.25,0.11577817079332997,0.7080037485377849,1,0.3762750441090435,0.8333333333333333,0.8181818181818182,1.0,0.5,0.6875,0.7436686903729401,0.7818314824680298,0.6234898018587336,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,False,False,True,False,1
0.8855557627286197,1.0,0.821857247852332,0.8738773571428572,0.0,0.6864966102408624,0.8814109957385585,1,0.34807977239005344,0.3333333333333333,0.2727272727272727,1.0,0.2,0.6875,0.7436686903729401,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,False,False,True,False,0
0.7731291698285311,0.1115926399764222,0.09636492885285008,0.7142857142857143,1.0,0.4735346134411319,0.8012534972486586,2,0.17075750212791282,1.0,0.9999999999999999,0.5,0.8,0.75,0.7436686903729401,0.43388373911755823,-0.900968867902419,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,False,True,0
